Collection,FloorEthPrice,MaxEthPrice,MinEthPrice,Sales,TimeStamp,VolumeInEth
boredapeyachtclub,103.98,123.97,103.98,36,1648252800,3971.4600000000005
boredapeyachtclub,108.99,109.5,108.99,18,1648339200,1964.94
boredapeyachtclub,95.5,135.0,95.5,18,1648425600,1989.0000599999998
boredapeyachtclub,149.0,155.0,149.0,18,1648512000,2754.0
boredapeyachtclub,109.27,125.0,109.27,30,1648598400,3472.56
boredapeyachtclub,100.0,120.0,100.0,18,1648684800,1968.0
boredapeyachtclub,100.0,169.69,100.0,54,1648771200,7060.14
boredapeyachtclub,98.4,240.0,98.4,18,1648857600,2744.34
boredapeyachtclub,106.0,115.0,106.0,24,1648944000,2634.165
boredapeyachtclub,109.5,164.69,109.5,24,1649030400,3018.96
boredapeyachtclub,109.0,120.0,109.0,18,1649116800,2086.1400000000003
boredapeyachtclub,97.5,110.5,97.5,24,1649203200,2544.0
boredapeyachtclub,105.0,175.0,105.0,30,1649289600,3747.0
boredapeyachtclub,103.0,130.0,103.0,24,1649376000,2741.94
boredapeyachtclub,101.0,136.5,101.0,12,1649462400,1425.0
boredapeyachtclub,108.0,109.96,108.0,12,1649548800,1307.76
boredapeyachtclub,117.9,119.0,117.9,12,1649635200,1421.4
boredapeyachtclub,120.0,120.0,120.0,6,1649721600,720.0
boredapeyachtclub,108.99,115.0,108.99,12,1649808000,1343.94
boredapeyachtclub,119.0,119.0,119.0,6,1649894400,714.0
boredapeyachtclub,101.0,139.5,101.0,42,1649980800,4781.4
boredapeyachtclub,101.0,107.5,101.0,12,1650067200,1251.0
boredapeyachtclub,103.5,118.0,103.5,12,1650153600,1329.0
boredapeyachtclub,140.0,140.0,140.0,6,1650240000,840.0
boredapeyachtclub,113.0,131.0,113.0,42,1650326400,4981.680000000001
boredapeyachtclub,114.9,150.0,114.9,60,1650412800,7671.000000000001
boredapeyachtclub,123.69,135.0,123.69,24,1650499200,3100.1400000000003
boredapeyachtclub,127.94,170.0,127.94,42,1650585600,5729.34
boredapeyachtclub,114.69,180.0,114.69,54,1650672000,7218.954000000001
boredapeyachtclub,121.17500000000001,155.0,117.5,108,1650758400,14768.088
boredapeyachtclub,116.60000000000001,192.09670000000003,114.0,114,1650844800,16647.3276
boredapeyachtclub,119.01,141.99,119.01,30,1650931200,4008.0
boredapeyachtclub,139.0,149.0,139.0,24,1651017600,3420.0
boredapeyachtclub,117.01,175.0,117.01,72,1651104000,10221.0
boredapeyachtclub,131.0,192.0,131.0,90,1651190400,14058.180000000002
boredapeyachtclub,144.965,399.0,130.0,234,1651276800,38883.656524139995
boredapeyachtclub,126.0,239.0,122.5,204,1651363200,32339.4
boredapeyachtclub,109.5,180.0,109.5,54,1651449600,6748.14
boredapeyachtclub,94.01,150.0,94.01,72,1651536000,8356.26
boredapeyachtclub,106.99,149.0,100.0,198,1651622400,23858.7732
boredapeyachtclub,98.01,135.0,98.01,48,1651708800,5582.34
boredapeyachtclub,96.5,139.0,96.5,42,1651795200,4577.981400000001
boredapeyachtclub,95.49847441421201,136.5,95.49847441421201,30,1651881600,3359.990846485272
boredapeyachtclub,104.0,104.0,104.0,6,1651968000,624.0
boredapeyachtclub,83.015,135.0,83.01,102,1652054400,9518.52
boredapeyachtclub,88.0,138.0,88.0,84,1652140800,8685.0
boredapeyachtclub,90.01,177.0,90.01,66,1652227200,6945.54
boredapeyachtclub,82.02,125.0,82.02,36,1652313600,3529.68
boredapeyachtclub,89.75,110.0,89.75,42,1652400000,4096.4400000000005
boredapeyachtclub,92.0,98.5,92.0,18,1652486400,1706.94
boredapeyachtclub,97.2,154.0,97.2,24,1652572800,2751.6
boredapeyachtclub,96.9,129.99,96.9,18,1652659200,2078.34
boredapeyachtclub,93.0,130.0,93.0,24,1652745600,2604.0
boredapeyachtclub,91.7,119.99,91.7,36,1652832000,3833.94
boredapeyachtclub,86.91,101.999,86.91,18,1652918400,1673.4540000000002
boredapeyachtclub,84.11,101.99,84.11,42,1653004800,3829.2
boredapeyachtclub,84.7,117.0,84.7,24,1653091200,2440.0200000000004
boredapeyachtclub,84.81,104.0,84.81,36,1653177600,3253.6200000000003
boredapeyachtclub,96.0,96.0,96.0,6,1653264000,576.0
boredapeyachtclub,90.99,91.49,90.99,12,1653350400,1094.8799999999999
boredapeyachtclub,86.0,109.0,86.0,24,1653436800,2316.0
boredapeyachtclub,81.2,109.1,81.2,36,1653523200,3230.9999999399997
boredapeyachtclub,81.73,120.0,81.73,24,1653609600,2268.7200000000003
boredapeyachtclub,77.03,90.0,77.03,12,1653696000,1002.18
boredapeyachtclub,80.0,85.0,80.0,12,1653782400,990.0
boredapeyachtclub,71.521,142.0,71.521,42,1653868800,3880.206
boredapeyachtclub,77.801,97.2,77.801,48,1653955200,4115.286
boredapeyachtclub,79.99,160.0,79.99,78,1654041600,7658.9286
boredapeyachtclub,82.0,90.0,82.0,18,1654128000,1524.0
boredapeyachtclub,94.2,150.0,94.2,18,1654214400,2119.2
boredapeyachtclub,91.0,99.8,91.0,18,1654300800,1726.7399999999998
boredapeyachtclub,86.9,140.0,86.9,42,1654473600,4306.1993999999995
boredapeyachtclub,80.0,96.0,80.0,48,1654560000,4289.4
boredapeyachtclub,93.5,100.0,93.5,12,1654646400,1161.0
boredapeyachtclub,90.0,125.0,90.0,36,1654732800,3765.0
boredapeyachtclub,81.5,93.0,81.5,24,1654819200,2065.26
boredapeyachtclub,88.0,93.0,88.0,12,1654905600,1086.0
boredapeyachtclub,99.99,110.0,99.99,12,1654992000,1259.94
boredapeyachtclub,66.34,131.0,65.0,186,1655078400,14641.003200000001
boredapeyachtclub,73.43,120.0,73.43,78,1655164800,6736.98
boredapeyachtclub,73.0,120.0,70.0,198,1655251200,17152.482000000004
boredapeyachtclub,75.0,125.0,73.0,126,1655337600,11139.66
boredapeyachtclub,81.53176500000001,119.0,81.0,114,1655424000,10284.1794
boredapeyachtclub,82.19,95.0,82.19,96,1655510400,8257.14
boredapeyachtclub,80.8,140.0,77.0,132,1655596800,12114.0198
boredapeyachtclub,89.3,155.55550000000002,89.0,132,1655683200,13808.688600000003
boredapeyachtclub,82.0,233.33,82.0,120,1655769600,11622.746165478975
boredapeyachtclub,81.2965,120.0,79.99,114,1655856000,10462.199999999999
boredapeyachtclub,83.0,94.0,83.0,42,1655942400,3678.5328
boredapeyachtclub,84.0,100.0,84.0,66,1656028800,6065.7594
boredapeyachtclub,82.31,139.0,82.31,60,1656115200,6200.4
boredapeyachtclub,85.93274705009888,155.0,85.8585,102,1656201600,10084.534202957835
boredapeyachtclub,84.8,116.0,84.8,84,1656288000,8383.199999999999
boredapeyachtclub,78.0,201.0,78.0,78,1656374400,8537.94
boredapeyachtclub,78.0,124.78294761175175,78.0,66,1656460800,6414.582545451627
boredapeyachtclub,85.085,110.75730305967049,85.085,66,1656547200,6573.322551848533
boredapeyachtclub,87.0125,133.69,87.0,102,1656633600,10085.220000000001
boredapeyachtclub,86.5,129.0,86.5,36,1656720000,4011.0
boredapeyachtclub,86.91,105.0,86.91,42,1656806400,3935.784
boredapeyachtclub,89.0,120.0,89.0,54,1656892800,5532.0
boredapeyachtclub,79.0,149.0,79.0,36,1656979200,3921.0
boredapeyachtclub,84.0,193.0,84.0,84,1657065600,9249.42
boredapeyachtclub,83.95,240.0,81.5,108,1657152000,11411.46
boredapeyachtclub,84.5,869.6899999999999,84.5,54,1657238400,9704.88
boredapeyachtclub,93.13,115.0,93.13,78,1657324800,7953.0
boredapeyachtclub,93.0,149.69,91.6,132,1657411200,14155.86
boredapeyachtclub,91.0,100.0,91.0,24,1657497600,2274.0
boredapeyachtclub,93.0,150.0,93.0,54,1657584000,6233.242200000001
boredapeyachtclub,94.86,180.0,94.8,102,1657670400,12264.6
boredapeyachtclub,93.0,180.69,93.0,42,1657756800,4848.66
boredapeyachtclub,93.0,130.0,93.0,84,1657843200,8755.5882
boredapeyachtclub,92.0,140.0,92.0,60,1657929600,6305.7173999999995
boredapeyachtclub,86.0,126.5,86.0,48,1658016000,4878.2442
boredapeyachtclub,90.0,140.0,90.0,60,1658102400,6247.1964
boredapeyachtclub,74.0,109.0,74.0,54,1658188800,5048.799000000001
boredapeyachtclub,84.51,111.1111,84.51,42,1658275200,3993.534066432546
boredapeyachtclub,81.70040000000003,114.57878149229491,81.70040000000003,90,1658361600,8542.875032995627
boredapeyachtclub,83.0,120.0,83.0,66,1658448000,6136.4388
boredapeyachtclub,88.0,99.99,88.0,24,1658534400,2219.34
boredapeyachtclub,84.0,140.0,84.0,30,1658620800,3182.5614
boredapeyachtclub,78.0,101.0,78.0,72,1658707200,6142.207199999999
boredapeyachtclub,80.0,91.0,80.0,42,1658793600,3628.7999999999997
boredapeyachtclub,76.1,95.0,76.1,42,1658880000,3438.4458
boredapeyachtclub,76.0,99.0,76.0,48,1658966400,4040.2200000000003
boredapeyachtclub,75.12,102.0,75.12,84,1659052800,7230.65994
boredapeyachtclub,81.0,114.0,81.0,54,1659139200,4968.354
boredapeyachtclub,86.0,86.5,86.0,12,1659225600,1035.0
boredapeyachtclub,71.0,95.0,71.0,42,1659312000,3450.6
boredapeyachtclub,75.0,120.0,75.0,42,1659398400,3688.1202
boredapeyachtclub,74.0,118.0,74.0,42,1659484800,3481.26
boredapeyachtclub,76.7,105.0,76.7,54,1659571200,4765.8
boredapeyachtclub,75.0,195.0,75.0,90,1659657600,8280.24006
boredapeyachtclub,77.0,114.0,77.0,48,1659744000,4326.0
boredapeyachtclub,76.0,134.0,76.0,60,1659830400,5462.34
boredapeyachtclub,80.0,86.0,80.0,12,1659916800,996.0
boredapeyachtclub,79.5,105.0,79.5,60,1660003200,5249.358
boredapeyachtclub,79.0,129.69,79.0,48,1660089600,4615.674
boredapeyachtclub,85.0,344.0,85.0,24,1660176000,4007.2799999999997
boredapeyachtclub,80.0,150.0,80.0,24,1660262400,2505.0
boredapeyachtclub,73.0,90.0,73.0,30,1660348800,2404.8
boredapeyachtclub,72.2,145.0,72.2,42,1660435200,4076.34
boredapeyachtclub,63.0,137.5,63.0,66,1660521600,5383.7784
boredapeyachtclub,70.0,92.6316,70.0,66,1660608000,5224.3985999999995
boredapeyachtclub,68.0,777.0,68.0,72,1660694400,9765.9702
boredapeyachtclub,65.0,99.0,65.0,84,1660780800,6752.797833333333
boredapeyachtclub,62.0,99.69,62.0,78,1660867200,5685.0462
boredapeyachtclub,61.6969,111.0,61.6969,96,1660953600,7045.5414
boredapeyachtclub,62.71000000000001,119.0,61.8,114,1661040000,8149.139999999999
boredapeyachtclub,61.73805500005,150.0,61.6969,102,1661126400,7374.035400006
boredapeyachtclub,65.0,89.8,65.0,42,1661212800,3050.94
boredapeyachtclub,66.9,100.0,66.9,96,1661299200,7321.98
boredapeyachtclub,63.5,119.0,46.8000468000468,150,1661385600,12397.51461655623
boredapeyachtclub,68.0,115.0,68.0,90,1661472000,7543.8204
boredapeyachtclub,73.0,200.0,73.0,102,1661558400,9515.52
boredapeyachtclub,79.0,86.0,79.0,42,1661644800,3418.8
boredapeyachtclub,73.0,110.0,73.0,24,1661731200,2105.94
boredapeyachtclub,74.0,108.0,74.0,48,1661817600,4052.13
boredapeyachtclub,83.25,769.9,83.25,30,1661904000,6940.5599999999995
boredapeyachtclub,71.0,130.0,71.0,12,1661990400,1206.0
boredapeyachtclub,72.5,88.0,72.5,30,1662076800,2411.1
boredapeyachtclub,70.0,79.69,70.0,24,1662163200,1815.12
boredapeyachtclub,87.5,87.5,87.5,6,1662249600,525.0
boredapeyachtclub,69.95,97.0,69.95,54,1662336000,4292.639999999999
boredapeyachtclub,71.0,85.0,71.0,24,1662422400,1875.0
boredapeyachtclub,69.0,80.0,69.0,18,1662508800,1356.0
boredapeyachtclub,67.67,90.0,67.67,60,1662595200,4451.34006
boredapeyachtclub,67.69,82.0,67.69,36,1662681600,2756.1708
boredapeyachtclub,66.0,78.68999000000001,66.0,30,1662768000,2137.13934
boredapeyachtclub,66.0,130.0,66.0,54,1662854400,4651.4400000000005
boredapeyachtclub,65.0,101.0,65.0,42,1662940800,3284.5332000000003
boredapeyachtclub,68.0,84.0,68.0,48,1663027200,3483.5082
boredapeyachtclub,66.6666,101.0,66.6666,24,1663113600,2103.9396
boredapeyachtclub,65.0,81.5,65.0,60,1663200000,4339.02
boredapeyachtclub,68.534,83.00000999999999,68.534,18,1663286400,1353.2040599999998
boredapeyachtclub,70.0141,123.0,70.0141,66,1663372800,5719.098599999999
boredapeyachtclub,68.8,120.0,68.8,54,1663459200,4280.34
boredapeyachtclub,68.0,100.0,68.0,54,1663545600,4155.714
boredapeyachtclub,73.0,90.0,73.0,84,1663632000,6672.360000000001
boredapeyachtclub,70.003,100.0,70.003,36,1663718400,2891.2380000000003
boredapeyachtclub,72.0,95.0,72.0,36,1663804800,2914.14
boredapeyachtclub,73.69,133.0,73.69,96,1663891200,8678.58
boredapeyachtclub,75.0,169.0,75.0,114,1663977600,10038.451799999999
boredapeyachtclub,65.0,120.0,65.0,60,1664064000,5203.932000000001
boredapeyachtclub,65.0,106.0,65.0,72,1664150400,6166.5
boredapeyachtclub,78.0,114.0,78.0,48,1664236800,4717.8
boredapeyachtclub,79.5,132.24,79.5,42,1664323200,3981.84
boredapeyachtclub,78.0,83.5,78.0,18,1664409600,1469.94
boredapeyachtclub,73.0,98.0,73.0,36,1664496000,2995.5
boredapeyachtclub,76.5,777.0,76.5,18,1664582400,5583.75
boredapeyachtclub,72.99,144.0,72.99,30,1664668800,2711.94
boredapeyachtclub,68.01,112.0,68.01,24,1664755200,2082.0
boredapeyachtclub,80.9,150.0,80.9,24,1664841600,2438.4
boredapeyachtclub,72.75,100.2,72.75,42,1664928000,3365.7
boredapeyachtclub,72.072,190.0,72.072,48,1665014400,5015.232
boredapeyachtclub,72.1,84.975,72.1,18,1665100800,1449.45
boredapeyachtclub,61.8,88.5,61.8,78,1665187200,5704.26
boredapeyachtclub,67.0,82.8888,67.0,36,1665273600,2761.4328
boredapeyachtclub,73.69,86.0,73.69,36,1665360000,2846.64
boredapeyachtclub,70.11,109.0,70.11,78,1665446400,6356.205
boredapeyachtclub,69.69,87.5,69.69,72,1665532800,5338.679999999999
boredapeyachtclub,69.99,89.0,69.99,96,1665619200,7207.08
boredapeyachtclub,70.6,140.0,70.6,36,1665705600,3117.6000000000004
boredapeyachtclub,72.69,100.0,72.69,42,1665792000,3305.8800000000006
boredapeyachtclub,70.36,118.0,70.36,66,1665878400,5441.1954000000005
boredapeyachtclub,72.8,75.0,72.8,12,1665964800,886.8
boredapeyachtclub,72.42069,89.0,72.42069,48,1666051200,3712.74414
boredapeyachtclub,73.0,120.611,73.0,60,1666137600,5239.284855296194
boredapeyachtclub,71.52,111.0,71.52,48,1666224000,4111.32
boredapeyachtclub,71.2,110.0,71.2,78,1666310400,6082.860000000001
boredapeyachtclub,68.26,90.5,68.26,42,1666396800,3289.68
boredapeyachtclub,69.69,87.0,69.69,42,1666483200,3178.14
boredapeyachtclub,70.0,111.45041571005059,70.0,18,1666569600,1507.8013470415096
boredapeyachtclub,9.0,107.5,9.0,78,1666656000,5866.3362
boredapeyachtclub,65.97,91.0,65.97,84,1666742400,6422.145925926001
boredapeyachtclub,68.8,88.88,68.8,30,1666828800,2308.08
boredapeyachtclub,69.0,100.0,69.0,18,1666915200,1430.52
boredapeyachtclub,65.7,88.0,65.7,48,1667001600,3467.9801999999995
boredapeyachtclub,64.0,85.0,64.0,30,1667088000,2186.94
boredapeyachtclub,62.5,187.187,62.5,96,1667174400,7056.396000000001
boredapeyachtclub,65.0,95.0,65.0,66,1667260800,5040.4295999999995
boredapeyachtclub,63.55,215.0,63.55,54,1667347200,4420.44
boredapeyachtclub,56.7,73.5,56.7,30,1667433600,1944.8663999999999
boredapeyachtclub,64.0,90.0,64.0,78,1667520000,5409.6006
boredapeyachtclub,64.0,71.68,64.0,24,1667606400,1636.08
boredapeyachtclub,59.8,78.0,59.8,24,1667692800,1630.8
boredapeyachtclub,61.5,350.0,61.5,54,1667779200,5697.8592
boredapeyachtclub,63.0,325.0,63.0,78,1667865600,6829.7699999999995
boredapeyachtclub,59.2,83.0,58.5,156,1667952000,10193.1816
boredapeyachtclub,55.0,125.0,54.77,162,1668038400,10758.6438
boredapeyachtclub,57.75,82.0,57.069,210,1668124800,13329.432599999998
boredapeyachtclub,56.36,86.0,55.76,162,1668211200,9974.37
boredapeyachtclub,53.25,65.0,53.25,84,1668297600,4885.2408000000005
boredapeyachtclub,47.94,100.0,47.301,216,1668384000,12236.973599999998
boredapeyachtclub,48.1225,123.0,0.1,468,1668470400,26694.558900000004
boredapeyachtclub,57.2728,69.69,56.5,174,1668556800,10662.436740000003
boredapeyachtclub,35.0,613.069,35.0,78,1668643200,7870.9742999994
boredapeyachtclub,57.73725,90.0,57.73725,66,1668729600,4436.9427000000005
boredapeyachtclub,57.5,80.0,57.5,36,1668816000,2519.7
boredapeyachtclub,50.0,74.0,50.0,54,1668902400,3240.477
boredapeyachtclub,54.91,101.3,54.69,156,1668988800,9701.449266999813
boredapeyachtclub,55.68,77.0,55.55,162,1669075200,9893.5674
boredapeyachtclub,56.49,800.0,55.6799,204,1669161600,18070.8594
boredapeyachtclub,60.23,780.0,60.0,168,1669248000,15089.3178
boredapeyachtclub,61.025000000000006,113.5,61.0,102,1669334400,6854.8985999999995
boredapeyachtclub,63.0,85.0,60.99,348,1669420800,23749.9098
boredapeyachtclub,68.5,86.88,67.5,168,1669507200,12332.9256
boredapeyachtclub,65.0,93.80943040619483,65.0,126,1669593600,8966.533955307144
boredapeyachtclub,66.06,130.0,66.06,42,1669680000,3285.3
boredapeyachtclub,66.0,120.0,66.0,66,1669766400,5043.285599999999
boredapeyachtclub,16.0,69.0,16.0,42,1669852800,2440.0806000000002
boredapeyachtclub,64.0,105.0,64.0,36,1669939200,2623.0200000000004
boredapeyachtclub,65.1,81.0,65.1,48,1670025600,3315.2892
boredapeyachtclub,64.2,82.0,64.2,78,1670112000,5520.12
boredapeyachtclub,65.003,140.0,65.003,72,1670198400,5556.3276000000005
boredapeyachtclub,64.0735,280.0,63.0,120,1670284800,9686.456439
boredapeyachtclub,65.0,94.8,65.0,60,1670371200,4237.92
boredapeyachtclub,64.0,420.69,64.0,126,1670457600,10726.804139999998
boredapeyachtclub,64.01,540.0,64.0,126,1670544000,11047.0518
boredapeyachtclub,64.59,84.2,64.42,366,1670630400,24870.581399999995
boredapeyachtclub,65.03,108.0,0.679,282,1670716800,18936.2814
boredapeyachtclub,65.7,82.0,65.5,390,1670803200,26231.684406060598
boredapeyachtclub,66.0,140.0,60.06,588,1670889600,40155.0342
boredapeyachtclub,63.04,68.6316,61.0,636,1670976000,41370.02219999999
boredapeyachtclub,62.95,90.0,62.8505,294,1671062400,18987.0625869577
boredapeyachtclub,64.2,125.0,63.42,252,1671148800,17399.2266
boredapeyachtclub,62.51605000000001,88.0,59.69,468,1671235200,31068.363299999943
boredapeyachtclub,63.45,120.0,35.0,504,1671321600,33058.43999999999
boredapeyachtclub,56.25,72.0,14.825,264,1671408000,16580.609999999997
boredapeyachtclub,64.15,72.1224,60.99,516,1671494400,33210.6504
boredapeyachtclub,63.375,250.0,59.5959,360,1671580800,25922.325599999996
boredapeyachtclub,65.9,72.0,63.0,216,1671667200,14740.787999999999
boredapeyachtclub,67.0,147.0,65.2,372,1671753600,27100.985999999997
boredapeyachtclub,68.5,74.0,58.0,276,1671840000,18942.24
boredapeyachtclub,68.74,88.0,68.74,132,1671926400,9377.081999999999
boredapeyachtclub,71.3,111.0,71.3,60,1672012800,4853.280000000001
boredapeyachtclub,68.99,100.0,0.001,276,1672099200,20284.532400000004
boredapeyachtclub,72.72,114.0,71.0,180,1672185600,14832.334800000002
boredapeyachtclub,71.6,130.0,66.0,246,1672272000,19611.000000000004
boredapeyachtclub,68.0,97.3333,68.0,102,1672358400,7365.559800000001
boredapeyachtclub,61.88,100.0,61.75,162,1672444800,11715.274200000002
boredapeyachtclub,3.4719500000000494,100.0,0.001,102,1672531200,7257.512399999999
boredapeyachtclub,72.75,115.0,68.99,174,1672617600,13932.049260000002
boredapeyachtclub,72.0,98.0,67.25,246,1672704000,19364.956860000002
boredapeyachtclub,76.111,300.0,76.109,210,1672790400,17925.63852
boredapeyachtclub,75.0875,289.0,75.0,108,1672876800,10476.6024
boredapeyachtclub,77.634165,165.0,66.99,354,1672963200,30268.521
boredapeyachtclub,75.0,118.3673,75.0,90,1673049600,7842.0216
boredapeyachtclub,71.5,97.0,71.5,72,1673136000,5869.62
boredapeyachtclub,74.5,120.0,74.01,210,1673222400,17585.208599999998
boredapeyachtclub,78.78,200.0,78.78,66,1673308800,6543.696599999999
boredapeyachtclub,74.001,90.0,74.001,60,1673395200,4899.3756
boredapeyachtclub,69.1,140.69,69.0,186,1673481600,14588.582999999999
boredapeyachtclub,70.0,91.23,68.5,138,1673568000,10265.9874
boredapeyachtclub,69.5735,105.0,67.6,222,1673654400,16596.9876
boredapeyachtclub,64.5,135.42068999999998,64.0,162,1673740800,11917.509540000001
boredapeyachtclub,68.5,395.0,67.0,126,1673827200,11144.448
boredapeyachtclub,66.76350000000001,85.0,66.69,108,1673913600,7712.2739999999985
boredapeyachtclub,65.525,260.0,65.5,102,1674000000,8556.687600000001
boredapeyachtclub,65.3375,136.9,65.25,108,1674086400,7926.8243999999995
boredapeyachtclub,60.045500000000004,100.0,60.0,228,1674172800,15694.1556
boredapeyachtclub,64.9,110.0,59.002,144,1674259200,10075.914600000002
boredapeyachtclub,67.5,194.2,65.5,126,1674345600,10383.7812
boredapeyachtclub,61.9,72.0,61.9,42,1674432000,2851.5
boredapeyachtclub,61.5,74.0,61.5,54,1674518400,3742.143
boredapeyachtclub,61.251,107.0,61.251,96,1674604800,6970.548
boredapeyachtclub,50.0,102.88,50.0,84,1674691200,6187.6278
boredapeyachtclub,61.0,107.0,61.0,84,1674777600,5990.5368
boredapeyachtclub,62.00000000000001,305.0,62.00000000000001,90,1674864000,7915.7303999999995
boredapeyachtclub,62.0,104.0,62.0,90,1674950400,6714.9228
boredapeyachtclub,62.0,105.0,62.0,72,1675036800,5382.1956
boredapeyachtclub,66.16,310.0,66.16,42,1675123200,4394.04
boredapeyachtclub,66.5,99.99,66.5,60,1675209600,4389.615
boredapeyachtclub,62.5,69.99,62.5,12,1675296000,794.94
boredapeyachtclub,62.49,80.0,62.49,156,1675382400,10923.8568
boredapeyachtclub,68.0,135.69,68.0,90,1675468800,6817.19706
boredapeyachtclub,68.6,85.96624207354273,68.6,72,1675555200,5379.061117195854
boredapeyachtclub,63.99,92.5,63.69,132,1675641600,9831.691200000001
boredapeyachtclub,64.6474,800.0,43.0,192,1675728000,18519.5136
boredapeyachtclub,67.5,108.0,67.5,78,1675814400,6376.672799999999
boredapeyachtclub,67.402,87.0,67.402,72,1675900800,5600.772
boredapeyachtclub,72.3618,80.0,72.3618,18,1675987200,1356.1668
boredapeyachtclub,67.3469,154.2,67.3469,72,1676073600,6354.471000000001
boredapeyachtclub,69.97,132.5,69.97,36,1676160000,3113.1282
boredapeyachtclub,67.49,71.3568,67.49,72,1676246400,4986.580800000002
boredapeyachtclub,67.71,75.5,67.71,30,1676332800,2130.8202000000006
boredapeyachtclub,71.3568,169.69,70.0,252,1676419200,19739.462999999996
boredapeyachtclub,67.3367,100.0,62.001,276,1676505600,21244.18319999996
